Measurement Name :,20230622_SDR710_Run02_Plate04_PI,,Generated On :,"22/06/2023, 17:48:24",,,Calibration details for Oxygen,,,Report :,"@m02:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 02

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m02:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
22.06.23 15:14:46,54.3,201.54,187.2,169.38,171.7,185.99,188.27,206.44,183.65,183.77,194.09,179.3,210.73,172.56,195.84,178.4,189.37,184.25,176.72,182.53,197.1,190.38,167.22,175.49,179.14,,25,965,33,25.71,965D6-(E1);
22.06.23 15:15:01,54.55,191.07,210.02,154.95,182.39,174.16,187.71,196.71,211.59,201.25,174.73,184.02,199.01,180.58,198.12,188.9,206.44,223.22,192.01,183.66,186.03,206.48,177.99,166.67,202.7,,25,965,33,25.71,965D6-(E1);
22.06.23 15:15:16,54.8,193.1,181.56,177.27,177.55,193.14,170.1,179.35,170.28,190.31,173.63,189.62,173.77,185.34,191.31,183.35,181.84,167.7,173.38,192.83,182.57,172.47,204.74,180.22,171.93,,25,965,33,25.74,965D6-(E1);
22.06.23 15:15:31,55.05,208.61,199.81,178.06,188.62,182.3,202.13,184.06,209.28,195.18,167.59,204.72,202.13,189.85,193.01,185.56,190.21,177.02,207.68,173.51,198.28,211.46,197.51,189.23,171.93,,25,965,33,25.74,965D6-(E1);
22.06.23 15:15:46,55.3,203.89,187.2,178.86,171.96,163.37,192.2,193.31,185.86,180.67,179.17,199.26,200.99,193.25,166.44,175.95,174.13,167.42,187.44,198.33,194.46,202.71,171.61,171.89,188.88,,25,965,33,25.74,965D6-(E1);
22.06.23 15:16:01,55.55,195.12,188.91,187.95,180.77,190.56,176.37,189.93,205.84,186.61,188.99,200.12,182.8,194.96,189.06,187.78,181.28,217.29,188.01,178.29,195.93,195.22,174.1,201.55,186.98,,25,965,33,25.74,965D6-(E1);
22.06.23 15:16:17,55.82,189.64,175.96,174.1,177.02,191.99,197.29,183.5,191.42,182.36,188.7,199.55,180.6,168.72,170.52,184.46,174.67,187.9,188.58,191.67,192.71,184.16,170.79,190.37,185.07,,25,965,33,25.75,965D6-(E1);
22.06.23 15:16:32,56.07,198.32,190.62,184.19,178.35,214.8,183.26,193.31,208.71,198.35,138.54,190.75,204.99,186.74,180.97,191.97,173.03,189.87,183.47,201.25,203.31,197.8,163.94,186.96,185.07,,25,965,33,25.75,965D6-(E1);
22.06.23 15:16:47,56.32,186.48,186.35,172.52,175.15,200.38,211.64,204.43,204.7,201.54,176.12,182.63,197.88,200.11,218.42,200.14,193.31,185.37,186.87,202.12,177.42,212.63,184.71,198.37,214.27,,25,965,33,25.77,965D6-(E1);
22.06.23 15:17:02,56.57,183.63,196.63,173.58,181.85,205.34,173.09,197.85,191.14,201.25,190.68,201.27,190.01,180.3,190.47,192.81,180.18,208.2,212.7,198.33,197.1,223.61,166.95,196.94,217.7,,25,965,33,25.77,965D6-(E1);
22.06.23 15:17:17,56.82,201.83,185.5,191.74,204.09,182.59,179.94,211.08,219.15,184.06,192.39,195.56,191.69,183.1,186.54,174.31,190.49,188.46,178.97,184.23,182.29,182.2,168.04,184.99,205.78,,25,965,33,25.78,965D6-(E1);
22.06.23 15:17:32,57.07,168.99,184.37,180.19,184.55,200.96,187.16,206.44,172.17,183.49,195.81,171.61,178.95,180.86,172.7,188.9,189.09,191.57,195.75,185.94,185.74,190.94,167.22,176.6,211.71,,25,965,33,25.78,965D6-(E1);
22.06.23 15:17:48,57.33,186.77,172.08,181.52,185.36,184.57,181.6,174.95,211.59,198.64,166.23,179.3,182.8,189,156.5,161.67,165.7,233.13,186.59,174.35,195.34,181.08,171.06,189.23,179.94,,25,965,33,25.78,965D6-(E1);
22.06.23 15:18:03,57.58,188.77,181,179.92,203.81,188.55,198.42,206.73,205.55,190.59,212.32,197.84,193.09,171.46,225.84,177.04,192.18,193.55,165.09,192.83,215.89,169.99,192.07,194.64,155.46,,25,965,33,25.78,965D6-(E1);
22.06.23 15:18:18,57.83,195.7,190.05,179.65,188.9,190.27,180.77,196.99,183.09,194.6,190.4,194.43,191.69,209.97,195.56,200.71,184.06,192.42,184.32,186.8,201.82,199.82,176.87,203.29,186.7,,25,965,33,25.8,965D6-(E1);
22.06.23 15:18:33,58.08,191.65,184.37,175.68,183.47,181.17,200.42,181.56,169.2,208.27,198.96,198.98,195.62,193.53,173.52,178.95,182.39,182.02,169.49,218.13,173.73,205.61,157.98,173.82,184.53,,25,965,33,25.81,965D6-(E1);
22.06.23 15:18:48,58.33,192.81,192.61,197.19,185.9,184,186.04,196.71,201,180.11,192.1,189.34,201.56,191.54,182.08,191.13,178.8,170.7,186.31,186.8,173.73,188.11,206.78,192.36,197.13,,25,965,33,25.81,965D6-(E1);
22.06.23 15:19:03,58.58,209.5,193.19,195.82,197.14,188.55,189.11,189.65,197.32,215.06,171.43,196.98,190.57,212.9,196.98,199.86,203.28,185.37,159.35,201.25,200.05,189.81,167.49,206.49,183.99,,25,965,33,25.83,965D6-(E1);
22.06.23 15:19:18,58.83,184.2,172.08,169.65,184.01,178.36,205,182.67,211.3,193.74,146.4,189.62,200.14,181.7,177.37,176.49,195.01,164.98,162.35,184.23,189.51,189.24,171.89,178.54,183.45,,25,965,33,25.81,965D6-(E1);
22.06.23 15:19:33,59.08,196.28,183.53,166,180.23,187.98,177.47,192.46,188.08,181.52,175.56,164.55,192.81,172.56,173.25,188.34,188.25,194.12,183.19,194.85,181.71,207.36,158.52,172.17,215.41,,25,965,33,25.81,965D6-(E1);
22.06.23 15:19:48,59.33,201.54,181.84,190.11,188.62,176.67,180.49,182.11,198.45,218.34,184.76,178.47,193.93,182.54,186.82,199.57,179.35,179.79,191.44,203,179.42,206.19,176.6,191.22,190.52,,25,965,33,25.83,965D6-(E1);
22.06.23 15:20:03,59.58,199.78,192.9,183.65,188.9,169.43,198.42,187.69,204.7,197.2,168.69,191.6,203.56,183.1,194.43,170.25,186.85,166.34,177.28,189.37,175.15,182.76,170.51,160.14,198.8,,25,965,33,25.84,965D6-(E1);
22.06.23 15:20:18,59.83,198.32,186.64,180.98,188.35,194.58,187.16,182.95,193.66,201.54,195.24,180.97,200.14,196.1,203.57,194.77,187.69,191,211.52,194.85,204.49,192.94,195.21,200.39,185.35,,25,965,33,25.84,965D6-(E1);
22.06.23 15:20:33,60.08,195.12,188.34,177.53,182.66,189.7,184.93,187.13,196.47,181.24,164.87,188.5,196.18,188.15,194.43,166.21,202.13,185.65,190.29,203,190.09,213.81,178.27,198.37,191.35,,25,965,33,25.84,965D6-(E1);
22.06.23 15:20:48,60.33,201.54,190.33,188.22,191.9,216.89,208.17,193.03,186.41,203,179.17,184.86,193.37,201.26,180.41,174.58,181.56,214.93,183.19,196.88,197.4,196.37,191.5,199.53,195.75,,25,965,33,25.85,965D6-(E1);
22.06.23 15:23:15,62.78,191.36,186.35,183.12,189.44,191.13,192.76,203.56,194.22,198.93,171.7,189.91,199.29,207.63,209.06,200.14,198.7,185.65,189.44,203.59,195.64,192.94,167.77,192.64,213.13,,25,965,33,25.89,
22.06.23 15:23:30,63.03,184.77,185.79,186.87,197.41,197.18,191.08,210.79,204.98,208.56,184.2,179.3,201.56,205.89,194.43,189.45,199.27,182.57,182.91,187.66,201.53,186.42,173.55,203.87,197.41,,25,965,33,25.89,
22.06.23 15:23:45,63.28,199.78,185.5,179.65,199.08,202.71,184.65,194.16,186.97,202.71,199.82,190.19,198.73,195.53,193.58,204.99,194.72,187.9,179.53,212.16,186.9,230.54,161.5,229.36,204.38,,25,965,33,25.92,
22.06.23 15:24:00,63.53,204.18,192.61,179.12,202.7,181.17,184.37,189.37,201.85,182.93,188.14,194.71,188.06,202.42,187.94,180.6,192.18,210.83,185.45,202.71,200.05,177.73,186.4,204.16,181.29,,25,965,33,25.94,
22.06.23 15:24:15,63.78,202.71,184.37,192.82,196.86,190.56,192.76,199.27,189.47,173.41,173.91,207.32,186.95,189,195.28,195.62,200.98,191.57,206.51,192.83,199.16,194.08,192.64,205.32,179.94,,25,965,33,25.96,
22.06.23 15:24:30,64.03,193.38,201.84,176.48,188.08,196.6,182.71,214.29,197.6,191.74,185.32,184.86,202.7,203.28,178.47,200.99,189.37,163.36,170.6,194.56,196.22,203.29,159.6,200.39,213.13,,25,965,33,25.96,
22.06.23 15:24:45,64.28,195.41,189.48,180.72,193.55,208.58,193.89,184.62,220.32,211.8,197.81,194.14,195.34,176.7,198.98,178.95,200.13,202.13,181.21,170.44,183.44,174.4,172.17,175.21,185.89,,25,965,33,25.96,
22.06.23 15:25:00,64.53,189.64,196.63,197.46,197.41,189.7,210.77,229.98,212.75,191.45,215.26,208.19,210.16,203.86,206.16,189.18,202.99,187.05,214.48,188.51,200.05,204.16,191.5,212.35,204.66,,25,965,33,25.98,
22.06.23 15:25:15,64.78,190.79,200.1,188.22,192.45,188.27,200.7,206.73,195.06,189.17,186.16,195.84,180.87,175.87,185.7,181.15,203.85,167.97,187.16,206.82,203.01,187.83,169.41,196.94,210.01,,25,965,33,25.98,
22.06.23 15:25:30,65.03,195.12,192.9,174.63,193.83,184.85,189.67,176.87,183.09,187.46,202.99,181.52,205.84,183.38,190.75,181.97,187.41,163.36,191.73,198.33,189.51,200.11,149.68,208.24,187.79,,25,965,33,25.98,
22.06.23 15:25:45,65.28,192.52,198.65,184.73,197.14,169.43,199.85,197.56,201.28,198.93,205.02,191.6,201.85,199.82,200.7,184.46,218.98,199.83,186.87,186.23,179.42,192.94,174.1,194.36,204.66,,25,965,33,25.99,
22.06.23 15:26:00,65.53,201.54,186.92,196.37,207.18,182.02,204.42,202.99,197.88,179.83,183.92,206.74,206.42,203.86,195.28,196.46,189.93,196.4,183.47,217.83,210.17,207.94,197.22,213.82,162.46,,25,965,33,25.99,
22.06.23 15:26:16,65.8,211.28,200.68,190.11,197.97,198.63,192.76,203.85,206.7,179.83,203.57,219.6,212.47,193.53,202.7,174.86,191.9,174.81,207.1,185.37,229.66,203,186.96,210.88,183.18,,25,965,33,25.98,
22.06.23 15:26:31,66.05,194.83,190.62,187.68,190.26,186.84,184.93,199.56,216.23,192.6,179.45,197.27,206.99,196.38,223.45,185.01,198.13,182.85,210.63,201.54,210.17,207.07,180.22,201.55,195.47,,25,965,33,25.99,
22.06.23 15:26:46,66.3,183.34,202.42,191.19,187.26,185.14,203.85,193.31,215.07,173.68,161.89,196.98,204.41,181.42,175.17,215.08,202.7,142.89,165.09,205.94,189.8,220.63,173.82,228.45,212.28,,25,965,33,25.98,
22.06.23 15:27:01,66.55,177.67,203,187.95,213.12,172.76,236.24,206.15,194.78,205.33,190.12,252.35,191.97,196.38,223.16,210.16,209.34,222.92,219.85,233.02,210.77,217.06,174.1,225.14,220.86,,25,965,33,25.98,
22.06.23 15:27:16,66.8,203.59,195.48,206.02,198.52,217.19,232.02,210.79,202.13,207.97,188.42,225.84,201.85,187.31,178.47,190.57,202.7,159.32,172.27,223.86,217.41,226.32,198.66,216.19,234.85,,25,965,33,25.96,
22.06.23 15:27:31,67.05,208.61,206.79,193.64,195.76,185.14,202.7,195.29,183.92,172.02,207.35,210.8,211.02,196.1,158.37,192.53,183.5,166.61,186.87,197.17,197.69,203.87,204.16,200.68,198.52,,25,965,33,25.96,
22.06.23 15:27:46,67.3,189.92,184.66,181.52,201.58,184.29,226.64,210.79,207.56,188.88,196.67,207.61,193.09,164.64,169.7,174.58,183.5,168.24,162.35,203,192.13,191.51,158.79,190.08,190.52,,25,965,33,25.96,
22.06.23 15:28:01,67.55,192.23,211.78,191.47,207.46,213.91,220.72,218.69,225.91,187.46,232.61,178.2,220.34,205.02,194.99,191.97,224.01,170.7,184.89,223.56,194.46,194.08,179.66,206.78,199.91,,25,965,33,25.96,
22.06.23 15:28:16,67.8,204.47,189.76,192.82,206.62,202.42,177.47,184.34,225.32,172.85,174.46,214.02,196.46,180.86,213.72,166.21,178.8,164.44,191.15,213.05,225.96,214.69,175.21,223.04,165.6,,25,965,33,25.94,
22.06.23 15:28:31,68.05,195.7,181,194.18,187.26,236.92,172,198.42,193.1,185.75,211.44,161.59,187.51,179.19,180.97,202.99,209.05,197.25,202.13,218.13,221.36,200.97,176.87,190.37,185.62,,25,965,33,25.92,
22.06.23 15:28:46,68.3,190.5,179.03,194.18,187.26,181.74,209.32,187.41,190.02,196.62,175.29,199.26,206.42,207.63,178.2,196.18,200.98,176.19,184.32,207.41,176.57,201.55,160.69,193.5,192.72,,25,965,33,25.91,
22.06.23 15:29:01,68.55,181.07,185.22,208.53,188.62,165.84,188.83,206.15,199.86,201.54,198.38,222.27,197.31,214.36,200.7,173.23,207.6,190.15,216.27,212.75,197.1,162.62,171.89,193.21,176.99,,25,965,33,25.89,
22.06.23 15:29:17,68.82,191.36,196.63,197.74,202.97,180.61,210.77,207.31,205.55,161.57,177.5,208.77,201.28,222.06,209.35,176.22,203.56,167.42,188.3,199.79,205.68,205.32,178.82,240.65,190.8,,25,965,33,25.88,
22.06.23 15:29:32,69.07,186.48,176.24,189.84,174.08,186.27,200.99,187.41,164.37,189.17,168.14,185.14,192.53,167.08,213.43,153.74,199.84,170.7,163.17,177.72,155.03,192.08,164.22,189.23,183.45,,25,965,33,25.88,
22.06.23 15:29:47,69.32,181.35,199.81,183.92,206.06,234.46,222.78,205.87,206.99,171.46,187.01,210.51,218.29,188.72,206.16,212.47,186.57,194.69,173.65,174.91,209.57,218.25,188.38,178.54,221.44,,25,965,33,25.85,
22.06.23 15:30:02,69.57,167.04,202.42,178.86,182.39,143.93,178.02,191.62,230.96,173.13,181.4,226.73,197.59,178.64,174.07,178.95,187.69,184.53,197.19,213.64,173.16,186.42,196.07,187.53,164.03,,25,965,33,25.84,
22.06.23 15:30:17,69.82,180.78,186.64,189.84,191.08,196.89,174.73,204.14,169.47,164.85,182.8,205.87,202.7,183.1,175.72,165.41,190.21,137.69,181.78,206.53,186.61,161.54,166.13,190.08,171.67,,25,965,33,25.81,
22.06.23 15:30:32,70.07,220.88,194.91,187.14,201.02,168.88,183.54,207.6,209.57,161.3,204.15,230.03,206.99,150.68,219.01,224.16,219.86,204.44,208.57,208.01,194.76,196.65,171.61,176.6,172.99,,25,965,33,25.81,
22.06.23 15:30:47,70.32,208.61,208.26,204.35,198.8,181.74,216.89,212.83,192.54,175.91,188.42,177.65,226.53,200.4,212.55,181.97,167.05,178.13,175.61,213.05,210.77,198.09,172.44,219.75,143.21,,25,965,33,25.8,
22.06.23 15:31:02,70.57,193.38,187.77,168.08,180.23,169.98,226.34,233.28,164.64,203.58,156.24,197.27,187.78,176.97,185.98,123.27,165.43,133.82,173.93,154.78,179.14,193.22,164.49,184.43,206.62,,25,965,33,25.78,
22.06.23 15:31:17,70.82,208.61,195.19,193.64,178.62,190.84,191.64,192.18,204.41,165.12,199.53,168.34,206.7,174.49,227.03,211.02,205,203.57,195.46,189.37,230.9,173.3,169.96,255.93,189.43,,25,965,33,25.74,
22.06.23 15:31:32,71.07,189.64,175.96,161.86,177.82,201.54,204.71,191.9,227.1,168.97,187.57,195.28,203.56,192.96,233.34,219.75,187.69,126.91,202.13,178.29,234.31,206.77,190.08,213.53,189.43,,25,965,33,25.74,
22.06.23 15:31:47,71.32,201.54,155.96,195,171.43,196.89,188.55,197.28,190.86,174.24,216.15,240.94,209.29,171.18,226.43,182.25,179.62,210.83,194.31,177.16,193.88,175.79,169.69,166.67,233.68,,25,965,33,25.71,
22.06.23 15:32:03,71.58,181.64,164.92,173.31,193,160.36,208.46,196.71,220.91,171.74,181.96,191.6,199.29,181.42,216.07,197.88,208.47,194.12,190.01,216.93,171.47,216.76,130.06,236.66,175.92,,25,965,33,25.67,
22.06.23 15:32:18,71.83,195.12,182.12,196.92,176.75,165.29,188.83,189.93,227.1,159.12,203.86,208.48,179.77,168.17,201.84,188.9,195.86,148.93,193.45,213.05,209.87,192.08,184.43,199.81,191.62,,25,965,33,25.66,
22.06.23 15:32:33,72.08,177.96,193.19,184.99,171.17,234.15,205.86,203.28,193.38,194.32,222.68,204.72,208.14,188.72,174.89,166.48,205,185.93,158.54,202.42,183.72,159.65,202.71,199.81,191.35,,25,965,33,25.64,
22.06.23 15:32:48,72.33,192.23,198.07,186.34,197.14,226.22,210.48,196.99,215.94,175.07,194.66,185.42,215.66,173.66,214.6,184.46,220.75,144.46,169.77,202.42,154.2,171.92,148.89,211.17,201.58,,25,965,33,25.61,
22.06.23 15:33:03,72.58,172.34,186.35,177.8,200.74,216.59,218.36,214.29,195.63,198.64,178.89,175.17,228.31,197.24,165.9,195.9,165.97,204.73,186.87,171.56,228.73,232.06,163.67,213.53,182.37,,25,965,33,25.6,
22.06.23 15:33:18,72.83,165.38,176.24,182.32,188.62,203,186.04,225.79,175.43,164.03,218.81,221.38,191.97,190.13,185.98,187.78,181.28,181.46,167.56,208.3,183.15,210.28,143.33,208.53,189.43,,25,965,33,25.57,
22.06.23 15:33:33,73.08,185.91,198.65,205.74,185.63,222.89,240.18,189.09,207.56,186.89,176.39,196.13,205.84,194.67,195.28,192.81,182.11,165.52,201.54,168.22,213.48,230.54,153.95,183.02,189.16,,25,965,33,25.56,
22.06.23 15:33:48,73.33,185.91,160.56,168.08,190.54,179.48,227.24,195.86,165.98,165.67,176.95,230.63,211.89,200.4,202.7,161.4,187.69,216.4,172.27,195.43,161.66,179.68,131.6,204.45,195.75,,25,965,33,25.53,
22.06.23 15:34:03,73.58,184.77,188.34,176.48,197.14,162.82,213.1,249.16,206.41,194.6,202.13,236.06,199.01,179.19,240.02,194.77,179.35,189.31,167.01,176.03,150.09,224.51,188.38,212.05,228.98,,25,965,33,25.49,
22.06.23 15:34:18,73.83,194.25,188.05,173.05,218.26,227.74,198.99,194.44,229.77,225.85,202.13,210.22,231.88,241.43,218.72,202.13,193.59,205.3,212.11,226.9,199.46,184.73,186.68,222.44,189.16,,25,965,33,25.48,
22.06.23 15:34:33,74.08,174.02,180.15,187.14,175.15,126.37,212.81,179.62,164.64,192.31,171.15,209.35,217.41,219.98,178.75,181.15,195.86,141.07,178.4,171.56,216.8,146.03,151.55,161.5,159.08,,25,965,33,25.46,
22.06.23 15:34:48,74.33,160.7,211.2,173.31,192.45,205.34,161.21,206.44,163.31,212.1,202.99,267.16,248.55,173.66,180.13,168.9,203.28,169.88,192.3,185.37,182.86,162.89,157.18,207.07,195.75,,25,965,33,25.46,
22.06.23 15:35:03,74.58,153.87,201.26,183.39,194.65,200.08,205,191.62,205.84,196.04,213.49,203.57,218.58,205.6,197.84,179.77,192.75,135.11,189.72,208.6,157.51,195.22,137.83,229.05,135.69,,25,965,33,25.45,
22.06.23 15:35:18,74.83,186.48,207.67,170.69,184.01,220.18,232.92,161.4,193.66,199.8,179.45,194.71,193.93,177.53,229.73,193.93,184.89,204.15,131.96,168.78,186.9,171.37,145.71,235.13,204.94,,25,965,33,25.43,
22.06.23 15:35:33,75.08,202.71,192.33,186.34,222,149.26,214.55,174.13,172.44,209.15,180.84,172.7,186.95,200.97,210.51,196.18,229.38,155.84,200.96,214.24,220.75,170.27,212.94,235.44,176.19,,25,965,33,25.43,
22.06.23 15:35:48,75.33,256.28,155.42,177,184.55,166.11,198.71,223.71,184.47,217.15,220.89,209.64,201.56,178.36,171.88,175.67,169.76,197.54,196.9,200.37,171.75,193.79,159.33,281.03,165.6,,25,965,33,25.43,
22.06.23 15:36:03,75.58,203.3,186.64,170.95,212.83,191.42,254.34,195.57,185.58,228.88,218.81,186.54,218.58,169.27,211.97,169.44,173.85,234.34,156.1,166.01,194.46,197.8,158.79,222.74,185.89,,25,965,33,25.42,
22.06.23 15:36:18,75.83,183.63,170.14,169.65,202.14,204.76,189.95,205.58,187.8,175.35,182.8,218.72,193.37,206.76,216.95,188.62,162.2,176.47,148.57,217.53,172.88,165.62,181.9,180.5,151.86,,25,965,33,25.42,
22.06.23 15:36:33,76.08,202.12,201.84,168.6,182.93,194.58,171.45,196.43,172.71,177.59,162.43,199.84,184.46,155.74,210.51,198.73,191.05,111.09,171.71,129.52,177.42,190.09,149.15,188.1,194.37,,25,965,33,25.42,
22.06.23 15:36:48,76.33,177.39,213.26,163.93,160.42,170.54,188.55,211.08,191.42,197.78,164.06,224.64,160.61,174.21,191.03,184.46,178.52,164.17,190.01,179.41,217.41,180.52,167.22,263.54,194.37,,25,965,33,25.42,
22.06.23 15:37:03,76.58,195.41,209.14,193.91,197.41,184,213.68,215.16,199.58,231.92,212.02,253.29,247.01,233.18,218.13,168.63,190.49,250,205.63,166.84,210.77,206.77,227.24,228.75,172.73,,25,965,33,25.42,
22.06.23 15:37:18,76.83,193.1,185.79,194.73,200.19,181.46,203.56,186.57,196.47,193.74,184.48,172.43,197.59,185.62,225.84,222.1,195.86,152.64,205.92,189.95,149.27,215.58,152.88,199.24,184.26,,25,965,33,25.42,
22.06.23 15:37:33,77.08,169.82,192.61,223.52,195.2,227.74,240.49,234.49,216.52,175.63,181.96,162.12,193.09,172.56,184.58,176.49,244.84,172.34,198.35,225.07,214.08,197.8,160.42,219.15,177.26,,25,965,33,25.42,
22.06.23 15:37:48,77.33,204.77,176.8,178.06,199.63,159.81,184.09,193.31,215.36,182.93,224.47,234.25,191.97,172.83,185.7,155.58,174.67,165.79,187.73,224.47,217.41,203.29,151.01,215.89,199.07,,25,965,33,25.42,
22.06.23 15:38:03,77.58,191.65,179.03,198.29,204.93,183.72,223.08,211.95,208.13,253.65,242.39,225.84,214.21,207.05,212.85,200.71,167.59,223.81,197.77,214.24,190.96,196.08,205.03,204.16,210.01,,25,965,33,25.42,
22.06.23 15:38:18,77.83,201.83,188.34,176.74,196.03,207.99,196.15,222.23,223.26,168.7,182.8,223.75,169.71,177.53,209.35,206.13,181.56,164.98,178.12,199.79,164.73,203.58,163.4,206.19,194.65,,25,965,33,25.43,
22.06.23 15:38:34,78.1,203.59,218.9,171.21,180.77,189.98,222.49,229.98,215.36,212.39,208.22,236.37,226.82,184.78,218.72,204.13,189.93,207.33,183.47,230.87,210.47,162.35,170.79,198.95,232.5,,25,965,33,25.42,
22.06.23 15:38:49,78.35,202.71,180.43,164.71,229.84,186.27,203.85,216.92,177.88,199.8,197.52,176.82,199.57,214.07,204.43,176.49,210.79,181.46,203.58,227.81,169.49,206.48,164.49,240.65,160.12,,25,965,33,25.43,
22.06.23 15:39:04,78.6,190.21,183.25,187.41,187.26,183.72,215.14,213.7,200.14,205.92,205.02,185.14,208.72,190.98,209.64,173.77,188.53,183.69,203,229.64,191.84,207.94,149.95,172.72,173.79,,25,965,33,25.42,
22.06.23 15:39:19,78.85,191.36,183.81,182.05,178.89,207.99,194.46,198.7,200.71,195.76,217.33,182.35,212.47,185.9,211.97,177.58,203.85,128.69,159.35,218.13,215.89,213.22,205.03,190.93,180.48,,25,965,33,25.42,
22.06.23 15:39:34,79.1,211.28,190.62,194.73,199.35,220.18,193.61,232.08,208.71,173.96,224.47,191.03,215.08,206.76,192.73,192.25,203.85,164.71,184.04,198.04,161.94,163.44,187.53,180.5,233.38,,25,965,33,25.45,
22.06.23 15:39:49,79.35,185.05,194.33,195.28,203.53,190.56,197.29,220.16,195.63,202.71,186.45,202.99,234.88,202.99,207.32,186.12,206.73,163.63,187.44,202.71,200.64,197.52,176.87,215.89,193.82,,25,965,33,25.46,
22.06.23 15:40:04,79.6,208.02,179.87,183.65,213.12,225.01,210.77,214.87,188.08,218.64,229.88,207.32,199.01,201.84,194.14,182.8,209.05,200.69,202.71,213.35,188.35,182.76,169.69,180.78,142.96,,25,965,33,25.46,
22.06.23 15:42:11,81.72,186.77,184.09,193.37,189.17,207.69,221.01,227.28,239.67,222.53,221.49,192.73,232.48,180.3,180.13,191.69,233.58,205.59,169.49,218.13,195.05,200.97,205.03,204.74,180.48,,25,965,33,25.49,
22.06.23 15:42:26,81.97,189.92,182.96,180.45,186.72,196.89,223.08,194.16,222.67,190.59,230.79,194.71,229.5,177.25,210.51,190.01,184.06,202.13,164.81,181.68,216.8,207.07,165.85,221.84,194.92,,25,965,33,25.52,
22.06.23 15:42:41,82.22,179.93,183.25,198.83,196.58,199.21,188.83,195.86,170.28,193.46,186.16,209.06,202.42,185.06,212.55,195.06,204.14,174.81,159.08,185.66,214.68,232.97,150.48,233,172.73,,25,965,33,25.53,
22.06.23 15:42:56,82.47,194.54,175.96,194.73,207.18,203.29,189.39,202.42,216.52,194.6,207.35,225.24,191.69,192.96,201.27,185.29,185.17,184.53,205.92,199.2,175.72,199.53,188.95,214.71,201.58,,25,965,33,25.56,
22.06.23 15:43:11,82.72,183.06,206.21,187.14,193.55,165.56,220.42,214.87,191.14,202.42,190.12,193.29,220.63,212.6,197.55,180.6,177.97,199.54,173.93,242.93,198.87,194.36,184.99,216.48,188.61,,25,965,33,25.57,
22.06.23 15:43:26,82.97,195.41,187.49,185.53,193,180.61,222.49,221.05,201.85,205.33,204.15,222.27,208.43,191.83,191.03,190.57,196.43,174.81,225.57,206.82,218.62,194.94,154.22,200.97,198.8,,25,965,33,25.59,
22.06.23 15:43:41,83.22,181.07,196.63,176.74,204.65,158.18,207.01,199.56,193.94,189.74,196.95,216.07,186.67,191.83,188.5,186.67,207.31,213.75,192.01,211.56,195.34,220.93,153.69,181.9,196.3,,25,965,33,25.59,
22.06.23 15:43:57,83.48,204.77,199.23,197.74,189.99,181.74,219.24,196.43,205.55,193.17,214.67,207.9,208.14,207.05,230.03,180.87,194.16,147.88,171.43,194.27,179.14,211.16,156.91,214.71,198.24,,25,965,33,25.61,
22.06.23 15:44:12,83.73,189.92,208.84,187.95,207.18,165.84,215.72,219.86,239.07,210.62,229.88,197.55,218.29,231.37,192.44,191.41,211.37,195.54,217.76,208.89,205.09,194.65,178.54,189.8,205.5,,25,965,33,25.61,
22.06.23 15:44:27,83.98,188.77,193.76,179.92,194.65,171.09,200.99,212.53,189.47,203.29,225.97,220.49,197.03,196.38,196.98,183.63,213.99,174.81,180.37,203.88,207.47,202.71,179.38,212.64,197.13,,25,965,33,25.63,
22.06.23 15:44:42,84.23,184.48,202.71,183.92,194.65,196.03,219.24,225.79,221.2,223.74,210.27,209.93,236.69,182.54,204.14,195.06,205.87,175.64,209.45,211.26,192.13,207.07,161.77,200.39,180.48,,25,965,33,25.63,
22.06.23 15:44:57,84.48,205.65,204.45,201.31,191.08,196.03,240.79,223.71,232.45,187.74,207.93,204.14,203.84,205.31,209.35,191.69,193.31,169.6,190.87,225.99,189.8,197.52,156.1,236.35,196.86,,25,965,33,25.66,
22.06.23 15:45:12,84.73,173.46,188.62,183.92,197.41,178.92,182.71,195.86,213.62,221.93,180.84,203.28,215.95,191.26,187.66,178.68,188.81,162.82,199.51,219.03,201.82,199.53,143.07,190.65,189.16,,25,965,33,25.67,
22.06.23 15:45:27,84.98,185.91,201.55,189.03,195.76,171.09,212.81,218.98,200.14,199.51,213.2,209.35,195.9,168.72,230.93,174.86,207.31,186.21,206.22,214.84,188.64,205.03,160.14,196.36,191.07,,25,965,33,25.69,
22.06.23 15:45:42,85.23,206.24,212.67,209.09,199.91,197.18,226.34,214.58,202.99,210.62,231.7,210.22,226.53,205.89,221.08,170.52,202.99,176.75,224.36,227.2,199.46,184.44,173.55,247.46,187.79,,25,965,33,25.7,
