Measurement Name :,20230623_SDR710_Run09_Plate18_TPC,,Generated On :,"23/06/2023, 18:19:23",,,Calibration details for Oxygen,,,Report :,"@m02:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 02

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m02:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
23.06.23 18:16:12,25.05,120.58,123.36,151.03,132.81,149.12,112.38,122.04,118.66,105.7,136.99,136.29,120.2,125.22,129.76,135.42,125.46,117.92,129.41,144.85,67.19,126.76,108.6,113.76,127.68,,39,965,33,35.71,
23.06.23 18:16:27,25.3,120.97,126.37,151.03,130,150.62,111.98,122.65,120.08,105.11,136.99,136.5,118.97,125.82,131.01,135.85,123.98,120.31,128.53,146.56,68.29,127.54,109.01,113.96,128.29,,39,965,33,35.74,
23.06.23 18:16:42,25.55,122.37,127.38,149.75,129.8,151.05,111.38,121.83,121.29,104.52,137.41,136.08,117.14,125.02,129.97,135.85,122.31,119.51,128.53,146.56,65.55,127.54,108.6,115.13,127.28,,39,965,33,35.75,
23.06.23 18:16:57,25.8,122.37,129.2,149.11,130,150.19,113.59,121.42,117.86,104.72,136.36,135.66,117.14,125.02,129.13,136.06,121.68,118.52,128.09,145.49,67.37,128.5,108.39,115.13,125.28,,39,965,33,35.77,
23.06.23 18:17:12,26.05,120.38,130.82,148.68,129.4,149.55,114.6,118.18,116.85,105.31,138.04,135.23,116.73,124.83,128.92,134.58,121.47,119.31,127.44,145.7,66.64,129.86,108.39,115.33,124.69,,39,965,33,35.78,
23.06.23 18:17:27,26.3,118.99,124.36,150.39,129.6,151.27,115.81,117.97,116.05,104.33,136.99,134.39,117.14,123.64,128.3,136.06,121.47,116.74,127.65,145.7,64.09,129.28,108.19,114.15,126.28,,39,965,33,35.81,
23.06.23 18:17:42,26.55,117.81,125.37,149.53,130.2,151.05,115.81,120.41,116.85,102.96,135.73,133.55,117.34,123.64,127.88,134.58,120.43,117.92,127.65,146.13,63.73,129.28,107.77,113.56,124.09,,39,965,33,35.83,
23.06.23 18:17:57,26.8,118.4,125.77,148.68,130.6,151.7,118.85,121.22,115.05,102.57,136.99,133.34,121.02,124.04,128.72,134.58,120.84,117.13,126.78,146.77,62.28,130.25,107.77,112.58,123.49,,39,965,33,35.85,
23.06.23 18:18:12,27.05,116.43,125.57,150.6,132.01,148.91,116.82,117.97,114.65,102.96,136.99,132.29,116.32,122.66,127.26,134.79,120.01,116.94,125.25,145.7,64.09,128.7,107.36,114.74,122.9,,39,965,33,35.86,
23.06.23 18:18:27,27.3,118.2,129.4,149.11,,151.27,115.4,117.97,,103.35,136.15,,,123.84,127.88,,,116.74,125.69,,,129.67,106.95,,,,39,965,33,35.88,
